,neighbourhood_code,neigbourhood,neighbourhood_combination_code,district_code,surface_m2,geometry 
328,N69k,Plan van Gool,N69,N,282616.0,"POLYGON ((4.929722 52.396179, 4.930847 52.39718, 4.931712 52.397835, 4.933078 52.398891, 4.933537 52.399257, 4.939367 52.396945, 4.942371 52.3958, 4.940938 52.39446, 4.940198 52.39468, 4.940098 52.394694, 4.939964 52.394684, 4.936777 52.393561, 4.935935 52.393797, 4.935335 52.393977, 4.934745 52.394171, 4.934313 52.394325, 4.933748 52.394544, 4.933334 52.394718, 4.931784 52.395295, 4.929722 52.396179))"
329,M35e,Haveneiland Noordwest,M35,M,667600.0,"POLYGON ((5.001263 52.368586, 5.004756 52.364564, 4.996061 52.358612, 4.995002 52.359149, 4.991883 52.357009, 4.988266 52.358931, 4.986416 52.359959, 4.986613 52.360066, 5.001263 52.368586))"
330,M34f,RI Oost terrein,M34,M,421905.0,"POLYGON ((4.966616 52.378222, 4.970327 52.376253, 4.974089 52.374252, 4.967976 52.36979, 4.965618 52.371038, 4.965362 52.371159, 4.964962 52.371329, 4.964406 52.371534, 4.963828 52.371712, 4.963229 52.371864, 4.962353 52.372045, 4.962332 52.372521, 4.962355 52.373337, 4.96237 52.373538, 4.962415 52.373838, 4.962489 52.374136, 4.962632 52.374528, 4.962773 52.374817, 4.96302 52.375219, 4.963212 52.375478, 4.963424 52.375726, 4.963703 52.376009, 4.963955 52.376233, 4.964166 52.376402, 4.966616 52.378222))"
331,M34g,Zeeburgereiland Noordoost,M34,M,542327.0,"POLYGON ((4.967976 52.36979, 4.974089 52.374252, 4.977369 52.372509, 4.979744 52.371326, 4.982121 52.370379, 4.984197 52.369721, 4.976646 52.365128, 4.975775 52.365591, 4.969549 52.368959, 4.967976 52.36979))"
332,K52g,Veluwebuurt,K52,K,130847.0,"POLYGON ((4.89443 52.340743, 4.896712 52.340642, 4.897433 52.340604, 4.901764 52.340373, 4.901468 52.338049, 4.899142 52.338161, 4.894156 52.338395, 4.89443 52.340743))"
333,K52h,Kop Zuidas,K52,K,169429.0,"POLYGON ((4.890135 52.336169, 4.890237 52.33628, 4.890298 52.336331, 4.891636 52.337314, 4.891774 52.337446, 4.891886 52.337611, 4.891939 52.337827, 4.89229 52.340837, 4.89443 52.340743, 4.894156 52.338395, 4.899142 52.338161, 4.892747 52.334573, 4.892715 52.334693, 4.892664 52.334783, 4.892579 52.334875, 4.892464 52.334959, 4.891907 52.335284, 4.891559 52.335474, 4.890135 52.336169))"
334,K23b,RAI,K23,K,370584.0,"POLYGON ((4.885405 52.341999, 4.885726 52.344369, 4.885742 52.344499, 4.890682 52.344239, 4.890778 52.344019, 4.890893 52.343843, 4.890982 52.343741, 4.892231 52.342452, 4.892301 52.342372, 4.892351 52.34229, 4.892407 52.342147, 4.892421 52.341977, 4.892415 52.341829, 4.892389 52.341693, 4.89229 52.340837, 4.891939 52.337827, 4.891886 52.337611, 4.891774 52.337446, 4.891636 52.337314, 4.890298 52.336331, 4.890237 52.33628, 4.890135 52.336169, 4.888298 52.337071, 4.887888 52.33725, 4.887576 52.337372, 4.886628 52.337682, 4.886073 52.337831, 4.885527 52.337951, 4.885176 52.338018, 4.884627 52.338108, 4.88507 52.341234, 4.885296 52.341225, 4.885405 52.341999))"
335,K23a,Zuidas Noord,K23,K,826100.0,"POLYGON ((4.8573 52.342246, 4.858056 52.342352, 4.859175 52.34251, 4.859471 52.342538, 4.859739 52.34254, 4.862289 52.342504, 4.862427 52.342506, 4.862657 52.342526, 4.862819 52.342553, 4.862994 52.342594, 4.864805 52.343151, 4.864983 52.341388, 4.876053 52.3418, 4.877146 52.341813, 4.878318 52.341785, 4.879039 52.341769, 4.885405 52.341999, 4.885296 52.341225, 4.88507 52.341234, 4.884627 52.338108, 4.884228 52.338165, 4.883962 52.338195, 4.883323 52.33825, 4.881925 52.338317, 4.880617 52.33836, 4.87928 52.338367, 4.876645 52.338361, 4.875216 52.338359, 4.873435 52.338332, 4.872005 52.338273, 4.868687 52.338103, 4.866927 52.338021, 4.866697 52.338002, 4.866011 52.337965, 4.86461 52.337906, 4.863264 52.337838, 4.862669 52.337801, 4.862389 52.337772, 4.862261 52.337747, 4.86208 52.337692, 4.861975 52.337648, 4.86174 52.337533, 4.861628 52.337466, 4.861319 52.33726, 4.861213 52.337199, 4.86103 52.337068, 4.860766 52.336934, 4.860605 52.336873, 4.860473 52.336838, 4.860311 52.336823, 4.859989 52.336819, 4.859848 52.336826, 4.859137 52.336901, 4.858497 52.336948, 4.858213 52.336986, 4.8576 52.336991, 4.857618 52.337856, 4.857581 52.338845, 4.8571 52.338821, 4.857095 52.338894, 4.857116 52.338912, 4.857158 52.339082, 4.857163 52.339154, 4.857137 52.33963, 4.857198 52.340157, 4.857325 52.340839, 4.857413 52.341212, 4.857462 52.341529, 4.857435 52.341764, 4.857334 52.342093, 4.857341 52.342136, 4.8573 52.342246))"
336,K23e,Vivaldi,K23,K,289755.0,"POLYGON ((4.876645 52.338361, 4.87928 52.338367, 4.880617 52.33836, 4.881925 52.338317, 4.883323 52.33825, 4.883962 52.338195, 4.884228 52.338165, 4.884627 52.338108, 4.885176 52.338018, 4.885527 52.337951, 4.886073 52.337831, 4.886628 52.337682, 4.887576 52.337372, 4.887888 52.33725, 4.888298 52.337071, 4.890135 52.336169, 4.890063 52.336061, 4.890007 52.335917, 4.889995 52.335854, 4.889987 52.334682, 4.884502 52.334693, 4.884255 52.334709, 4.880485 52.335142, 4.880164 52.335171, 4.879839 52.335181, 4.879514 52.335172, 4.879191 52.335144, 4.878652 52.335081, 4.87711 52.336985, 4.877021 52.337115, 4.876869 52.337383, 4.876809 52.33752, 4.876715 52.337797, 4.87666 52.338078, 4.876645 52.338361))"
337,K23d,Zuidas Zuid,K23,K,216772.0,"POLYGON ((4.868687 52.338103, 4.872005 52.338273, 4.873435 52.338332, 4.875216 52.338359, 4.876645 52.338361, 4.87666 52.338078, 4.876715 52.337797, 4.876809 52.33752, 4.876869 52.337383, 4.877021 52.337115, 4.87711 52.336985, 4.878652 52.335081, 4.878114 52.335027, 4.876905 52.334999, 4.86883 52.334985, 4.868687 52.338103))"
338,K23c,VU-kwartier,K23,K,463282.0,"POLYGON ((4.857426 52.333601, 4.85742 52.334266, 4.857565 52.335377, 4.8576 52.336991, 4.858213 52.336986, 4.858497 52.336948, 4.859137 52.336901, 4.859848 52.336826, 4.859989 52.336819, 4.860311 52.336823, 4.860473 52.336838, 4.860605 52.336873, 4.860766 52.336934, 4.86103 52.337068, 4.861213 52.337199, 4.861319 52.33726, 4.861628 52.337466, 4.86174 52.337533, 4.861975 52.337648, 4.86208 52.337692, 4.862261 52.337747, 4.862389 52.337772, 4.862669 52.337801, 4.863264 52.337838, 4.86461 52.337906, 4.866011 52.337965, 4.866697 52.338002, 4.866927 52.338021, 4.868687 52.338103, 4.86883 52.334985, 4.868846 52.332094, 4.861816 52.33207, 4.861818 52.332298, 4.857449 52.332289, 4.857426 52.333601))"
339,K90i,Buitenveldert West Midden,K90,K,270227.0,"POLYGON ((4.855032 52.333612, 4.857426 52.333601, 4.857449 52.332289, 4.861818 52.332298, 4.861816 52.33207, 4.868846 52.332094, 4.868863 52.329134, 4.861826 52.329123, 4.861819 52.330327, 4.861322 52.330326, 4.861193 52.33032, 4.86102 52.330298, 4.860663 52.330212, 4.860493 52.330194, 4.860292 52.330188, 4.860037 52.330192, 4.859834 52.330206, 4.859063 52.330299, 4.858703 52.330325, 4.856757 52.330319, 4.856474 52.330307, 4.856192 52.330282, 4.855032 52.333612))"
340,M55i,Van der Kunbuurt,M55,M,90552.1,"POLYGON ((4.912233 52.348108, 4.915413 52.349531, 4.915849 52.348985, 4.916041 52.348728, 4.916267 52.348403, 4.916606 52.347876, 4.917414 52.346499, 4.913192 52.345598, 4.913162 52.345749, 4.912708 52.34733, 4.912233 52.348108))"
341,M35f,Haveneiland Noordoost,M35,M,841024.0,"POLYGON ((4.991883 52.357009, 4.995002 52.359149, 4.996061 52.358612, 5.004756 52.364564, 5.006224 52.362873, 5.010302 52.358174, 5.006571 52.354838, 5.005355 52.35375, 5.003885 52.354503, 5.000747 52.352296, 4.991883 52.357009))"
342,M50b,Middeneiland Zuidoost,M50,M,190791.0,"POLYGON ((5.019628 52.357815, 5.038765 52.358727, 5.038812 52.358098, 5.019874 52.355824, 5.019628 52.357815))"
343,M50e,Middeneiland Noordwest,M50,M,450326.0,"POLYGON ((5.006224 52.362873, 5.019006 52.362852, 5.019628 52.357815, 5.013776 52.356744, 5.010302 52.358174, 5.006224 52.362873))"
344,M50c,Middeneiland Noordoost,M50,M,739378.0,"POLYGON ((5.019006 52.362852, 5.038416 52.363769, 5.038517 52.362114, 5.038765 52.358727, 5.019628 52.357815, 5.019006 52.362852))"
345,M50f,Buiteneiland,M50,M,2213700.0,"POLYGON ((5.001263 52.368586, 5.01444 52.369819, 5.037683 52.375394, 5.037956 52.3713, 5.038416 52.363769, 5.019006 52.362852, 5.006224 52.362873, 5.004756 52.364564, 5.001263 52.368586))"
346,A00b,Oude Kerk e.o.,A00,A,92630.7,"POLYGON ((4.893011 52.372699, 4.89307 52.372814, 4.893299 52.373193, 4.893565 52.373481, 4.894363 52.374059, 4.896474 52.375756, 4.897079 52.375498, 4.897889 52.375152, 4.898001 52.37523, 4.899232 52.374781, 4.899406 52.374742, 4.899015 52.374367, 4.898724 52.374109, 4.896856 52.372667, 4.895877 52.371853, 4.89482 52.372192, 4.893835 52.372528, 4.893011 52.372699))"
347,A00c,Burgwallen Oost,A00,A,72479.3,"POLYGON ((4.895877 52.371853, 4.896856 52.372667, 4.898724 52.374109, 4.899015 52.374367, 4.899406 52.374742, 4.899666 52.374671, 4.900202 52.374482, 4.900275 52.374478, 4.90048 52.374411, 4.900586 52.374395, 4.901267 52.374166, 4.900935 52.373487, 4.900708 52.373011, 4.900551 52.373037, 4.900369 52.373027, 4.900246 52.373001, 4.900165 52.372961, 4.900098 52.372902, 4.899686 52.372333, 4.899666 52.372268, 4.899856 52.372216, 4.899295 52.371569, 4.898754 52.370987, 4.897063 52.371431, 4.895877 52.371853))"
348,A00d,Nes e.o.,A00,A,57838.9,"POLYGON ((4.892974 52.3727, 4.893011 52.372699, 4.893835 52.372528, 4.89482 52.372192, 4.895877 52.371853, 4.895203 52.371292, 4.894959 52.371043, 4.894826 52.37089, 4.894754 52.370754, 4.894263 52.369223, 4.893667 52.369209, 4.893511 52.369169, 4.892392 52.369073, 4.892014 52.369043, 4.892049 52.369203, 4.89247 52.370238, 4.892539 52.37044, 4.892803 52.371486, 4.892849 52.371833, 4.892881 52.372365, 4.89292 52.372556, 4.892974 52.3727))"
349,A01g,Begijnhofbuurt,A01,A,70609.7,"POLYGON ((4.88919 52.368695, 4.88927 52.368827, 4.889302 52.3689, 4.889353 52.369342, 4.88951 52.369702, 4.889709 52.370086, 4.890059 52.370541, 4.890211 52.370693, 4.890329 52.370844, 4.890602 52.37132, 4.890644 52.371414, 4.890673 52.371532, 4.890679 52.371633, 4.890646 52.372243, 4.890605 52.372635, 4.891369 52.372711, 4.891751 52.372717, 4.892125 52.372735, 4.892974 52.3727, 4.89292 52.372556, 4.892881 52.372365, 4.892849 52.371833, 4.892803 52.371486, 4.892539 52.37044, 4.89247 52.370238, 4.892049 52.369203, 4.892014 52.369043, 4.891271 52.368992, 4.891147 52.368976, 4.890967 52.368908, 4.890469 52.368825, 4.890219 52.368855, 4.889756 52.368778, 4.88919 52.368695))"
350,A04a,Oosterdokseiland,A04,A,242955.0,"POLYGON ((4.903254 52.376582, 4.903545 52.377165, 4.904286 52.377926, 4.906409 52.380033, 4.906531 52.380012, 4.907622 52.379877, 4.908684 52.379849, 4.910593 52.379906, 4.911158 52.377629, 4.910752 52.377675, 4.911379 52.374933, 4.910917 52.374892, 4.909575 52.37396, 4.909261 52.374082, 4.905176 52.375879, 4.904283 52.376209, 4.903254 52.376582))"
351,A04e,Nieuwmarkt,A04,A,71266.9,"POLYGON ((4.900935 52.373487, 4.901355 52.373362, 4.904237 52.371754, 4.904812 52.371408, 4.902152 52.370274, 4.901634 52.369959, 4.90112 52.369614, 4.900907 52.369704, 4.900785 52.36987, 4.90069 52.370111, 4.900435 52.371844, 4.900439 52.371985, 4.900467 52.372081, 4.899856 52.372216, 4.899666 52.372268, 4.899686 52.372333, 4.900098 52.372902, 4.900165 52.372961, 4.900246 52.373001, 4.900369 52.373027, 4.900551 52.373037, 4.900708 52.373011, 4.900935 52.373487))"
352,A05a,Westerdokseiland,A05,A,337796.0,"POLYGON ((4.890185 52.382388, 4.890749 52.382989, 4.890644 52.383238, 4.891178 52.387773, 4.891066 52.388269, 4.891015 52.388433, 4.892074 52.388499, 4.892213 52.388183, 4.892308 52.3882, 4.892301 52.388215, 4.892311 52.38833, 4.892367 52.388516, 4.895084 52.388684, 4.895661 52.386915, 4.895878 52.386354, 4.896247 52.385641, 4.896764 52.384879, 4.897311 52.384263, 4.897915 52.383668, 4.898664 52.383037, 4.898772 52.382963, 4.896656 52.381052, 4.895806 52.380136, 4.895348 52.380312, 4.89485 52.380516, 4.894861 52.38053, 4.894708 52.380575, 4.894725 52.380592, 4.894507 52.380676, 4.894487 52.380656, 4.891897 52.3816, 4.891499 52.381755, 4.890641 52.382153, 4.890637 52.382171, 4.890185 52.382388))"
353,A05b,Haarlemmerbuurt Oost,A05,A,101322.0,"POLYGON ((4.890156 52.382356, 4.890185 52.382388, 4.890637 52.382171, 4.890641 52.382153, 4.891499 52.381755, 4.891897 52.3816, 4.894487 52.380656, 4.894507 52.380676, 4.894725 52.380592, 4.894708 52.380575, 4.894861 52.38053, 4.89485 52.380516, 4.895348 52.380312, 4.895806 52.380136, 4.895468 52.379848, 4.895194 52.379616, 4.89434 52.379022, 4.894003 52.378758, 4.893684 52.378894, 4.893525 52.378937, 4.892009 52.379258, 4.891719 52.379263, 4.890238 52.379592, 4.890133 52.379624, 4.889847 52.379723, 4.888436 52.380514, 4.889398 52.381558, 4.889697 52.381898, 4.889909 52.382124, 4.890156 52.382356))"
354,A09a,Marine-Etablissement,A09,A,271557.0,"POLYGON ((4.911158 52.377629, 4.911984 52.377573, 4.912086 52.377177, 4.912037 52.377104, 4.911905 52.377091, 4.91198 52.37679, 4.912082 52.376798, 4.912091 52.376778, 4.912129 52.376767, 4.912404 52.376782, 4.912729 52.37679, 4.913302 52.376779, 4.913611 52.376759, 4.914117 52.376708, 4.914511 52.376652, 4.920501 52.375679, 4.921248 52.375568, 4.921261 52.375602, 4.92128 52.3756, 4.921292 52.375615, 4.921411 52.375598, 4.921132 52.374893, 4.920876 52.374095, 4.917662 52.372101, 4.914677 52.370995, 4.914453 52.370899, 4.913413 52.37146, 4.913517 52.371819, 4.91359 52.372257, 4.913608 52.372595, 4.913585 52.373016, 4.91351 52.373434, 4.913391 52.37383, 4.913255 52.374158, 4.913058 52.374533, 4.912723 52.375056, 4.911379 52.374933, 4.910752 52.377675, 4.911158 52.377629))"
355,A09d,Oostenburg,A09,A,247466.0,"POLYGON ((4.920199 52.368743, 4.920706 52.369302, 4.921056 52.369534, 4.921065 52.369539, 4.92128 52.369455, 4.922497 52.370217, 4.923741 52.371169, 4.927865 52.373753, 4.927907 52.373846, 4.92855 52.373673, 4.929402 52.373467, 4.929855 52.373338, 4.930191 52.373218, 4.93055 52.373069, 4.930879 52.372913, 4.931178 52.372743, 4.931475 52.372549, 4.931749 52.372342, 4.931974 52.372149, 4.92981 52.370813, 4.928832 52.370251, 4.926541 52.368842, 4.926053 52.36853, 4.92613 52.368482, 4.925871 52.368323, 4.925796 52.368367, 4.925361 52.368089, 4.924302 52.367435, 4.92404 52.367479, 4.923761 52.367548, 4.922299 52.368044, 4.920199 52.368743))"
356,A09e,Czaar Peterbuurt,A09,A,107695.0,"POLYGON ((4.931974 52.372149, 4.932118 52.37197, 4.93218 52.37195, 4.932258 52.371955, 4.932396 52.371777, 4.932332 52.371742, 4.93232 52.371724, 4.932325 52.371691, 4.932506 52.371497, 4.932628 52.371271, 4.932768 52.370895, 4.932783 52.370712, 4.932817 52.370685, 4.93285 52.370675, 4.932895 52.370676, 4.9329 52.370658, 4.932914 52.370659, 4.932942 52.370539, 4.932857 52.370525, 4.932811 52.37053, 4.932752 52.37055, 4.932011 52.37027, 4.931889 52.370252, 4.931874 52.370191, 4.931645 52.370017, 4.931257 52.369882, 4.931049 52.369669, 4.93105 52.369603, 4.931037 52.369584, 4.930949 52.369535, 4.930842 52.369427, 4.930778 52.369379, 4.930162 52.368964, 4.930103 52.368899, 4.929606 52.368674, 4.929131 52.368447, 4.929063 52.368393, 4.929065 52.368158, 4.928216 52.367647, 4.9276 52.367307, 4.927601 52.367165, 4.927145 52.367138, 4.926708 52.367099, 4.925596 52.367131, 4.9253 52.367211, 4.924495 52.367413, 4.924302 52.367435, 4.925361 52.368089, 4.925796 52.368367, 4.925871 52.368323, 4.92613 52.368482, 4.926053 52.36853, 4.926541 52.368842, 4.928832 52.370251, 4.92981 52.370813, 4.931974 52.372149))"
357,A09f,Het Funen,A09,A,91799.5,"POLYGON ((4.932942 52.370539, 4.932973 52.3704, 4.932903 52.370358, 4.932919 52.370041, 4.93295 52.369897, 4.932901 52.369419, 4.932832 52.369087, 4.932754 52.368852, 4.932648 52.368604, 4.932583 52.368479, 4.932093 52.36766, 4.932115 52.367656, 4.932111 52.367617, 4.932128 52.367594, 4.93219 52.367562, 4.931989 52.367228, 4.931586 52.366562, 4.92752 52.366494, 4.927337 52.366482, 4.927136 52.366453, 4.926708 52.367099, 4.927145 52.367138, 4.927601 52.367165, 4.9276 52.367307, 4.928216 52.367647, 4.929065 52.368158, 4.929063 52.368393, 4.929131 52.368447, 4.929606 52.368674, 4.930103 52.368899, 4.930162 52.368964, 4.930778 52.369379, 4.930842 52.369427, 4.930949 52.369535, 4.931037 52.369584, 4.93105 52.369603, 4.931049 52.369669, 4.931257 52.369882, 4.931645 52.370017, 4.931874 52.370191, 4.931889 52.370252, 4.932011 52.37027, 4.932752 52.37055, 4.932811 52.37053, 4.932857 52.370525, 4.932942 52.370539))"
358,A09h,Kazernebuurt,A09,A,66034.1,"POLYGON ((4.920552 52.364813, 4.921268 52.365269, 4.921623 52.365568, 4.922041 52.365314, 4.923974 52.366501, 4.925044 52.366986, 4.925129 52.367045, 4.9253 52.367211, 4.925596 52.367131, 4.926708 52.367099, 4.927136 52.366453, 4.926978 52.366415, 4.926861 52.366379, 4.92671 52.366318, 4.92659 52.366256, 4.925602 52.365658, 4.924779 52.365241, 4.922313 52.363752, 4.920552 52.364813))"
359,B10a,Coenhaven/Mercuriushaven,B10,B,3022480.0,"POLYGON ((4.863631 52.413897, 4.863879 52.413807, 4.867103 52.412378, 4.870992 52.410124, 4.87355 52.408292, 4.882702 52.401695, 4.885861 52.39937, 4.885479 52.399158, 4.876576 52.394599, 4.876412 52.394541, 4.876302 52.394516, 4.876133 52.394491, 4.875976 52.394484, 4.875853 52.394488, 4.872814 52.39476, 4.872682 52.394758, 4.872516 52.394743, 4.871779 52.394613, 4.871691 52.394762, 4.871504 52.394999, 4.871495 52.395071, 4.871287 52.395253, 4.867219 52.393333, 4.86706 52.393349, 4.866882 52.393378, 4.866611 52.393443, 4.866382 52.393513, 4.866089 52.39363, 4.866074 52.393617, 4.866042 52.393631, 4.865864 52.393485, 4.86568 52.39319, 4.865641 52.393197, 4.865611 52.393155, 4.865545 52.393139, 4.864928 52.39301, 4.863258 52.394378, 4.862797 52.394708, 4.862298 52.395017, 4.862035 52.395163, 4.861485 52.395438, 4.860905 52.395688, 4.853045 52.399206, 4.852554 52.399434, 4.851497 52.399988, 4.850355 52.400643, 4.849346 52.401099, 4.858372 52.408608, 4.859711 52.409743, 4.861605 52.41176, 4.863631 52.413897))"
360,B10b,Alfa-driehoek,B10,B,406268.0,"POLYGON ((4.844318 52.395296, 4.844406 52.395583, 4.844556 52.395991, 4.844684 52.39628, 4.844846 52.3966, 4.845069 52.396988, 4.845334 52.397387, 4.845564 52.397693, 4.845829 52.398013, 4.846253 52.398469, 4.846476 52.398685, 4.846748 52.398929, 4.847209 52.399324, 4.849346 52.401099, 4.850355 52.400643, 4.851497 52.399988, 4.852554 52.399434, 4.853045 52.399206, 4.860905 52.395688, 4.861485 52.395438, 4.862035 52.395163, 4.862298 52.395017, 4.862797 52.394708, 4.863258 52.394378, 4.864928 52.39301, 4.864217 52.392861, 4.864225 52.392865, 4.863409 52.393499, 4.863125 52.393701, 4.862644 52.394008, 4.862377 52.394157, 4.861873 52.39441, 4.861593 52.394529, 4.860952 52.394771, 4.860588 52.394883, 4.86017 52.394994, 4.859747 52.395096, 4.859326 52.395179, 4.858928 52.395248, 4.85811 52.395346, 4.857722 52.395373, 4.857357 52.39539, 4.856905 52.395394, 4.855627 52.395392, 4.855621 52.395505, 4.854967 52.395501, 4.85497 52.395516, 4.850829 52.39549, 4.850832 52.395478, 4.850514 52.395476, 4.850514 52.395488, 4.849061 52.395479, 4.84711 52.395462, 4.847112 52.395452, 4.846754 52.395451, 4.846753 52.395514, 4.846004 52.3955, 4.84554 52.395481, 4.8455 52.395477, 4.845442 52.395447, 4.844935 52.395408, 4.844849 52.395382, 4.844318 52.395296))"
361,B10c,Petroleumhaven,B10,B,3217160.0,"POLYGON ((4.82773 52.420777, 4.828603 52.420673, 4.829555 52.420537, 4.831715 52.420199, 4.832811 52.420041, 4.833824 52.419905, 4.836333 52.419579, 4.845291 52.418462, 4.846394 52.418305, 4.848032 52.418066, 4.849602 52.417791, 4.850782 52.41757, 4.851456 52.417427, 4.856085 52.416656, 4.855718 52.416316, 4.860881 52.414894, 4.863631 52.413897, 4.861605 52.41176, 4.859711 52.409743, 4.858372 52.408608, 4.849346 52.401099, 4.848646 52.401415, 4.844343 52.403491, 4.842525 52.404333, 4.838926 52.405941, 4.837483 52.406586, 4.834404 52.407895, 4.829697 52.410005, 4.829412 52.410145, 4.828869 52.410453, 4.82843 52.410739, 4.827985 52.411081, 4.827756 52.411274, 4.827268 52.411735, 4.827004 52.412017, 4.826663 52.412426, 4.826447 52.412714, 4.826292 52.412883, 4.826064 52.413266, 4.825942 52.413503, 4.825845 52.413746, 4.82577 52.413991, 4.82571 52.41432, 4.825692 52.41457, 4.825701 52.414819, 4.825737 52.41511, 4.825785 52.415318, 4.825882 52.415592, 4.826272 52.416384, 4.826325 52.416557, 4.826342 52.416671, 4.826343 52.416795, 4.826316 52.416965, 4.826269 52.417092, 4.82617 52.417255, 4.826685 52.417368, 4.826729 52.417384, 4.826802 52.417422, 4.826853 52.417462, 4.826898 52.417516, 4.826923 52.417567, 4.826923 52.417732, 4.826871 52.418374, 4.827691 52.420766, 4.82773 52.420777))"
362,B10d,Westhaven Noord,B10,B,5696140.0,"POLYGON ((4.809948 52.423017, 4.824315 52.421157, 4.826111 52.420971, 4.82773 52.420777, 4.827691 52.420766, 4.826871 52.418374, 4.826923 52.417732, 4.826923 52.417567, 4.826898 52.417516, 4.826853 52.417462, 4.826802 52.417422, 4.826729 52.417384, 4.826685 52.417368, 4.82617 52.417255, 4.826269 52.417092, 4.826316 52.416965, 4.826343 52.416795, 4.826342 52.416671, 4.826325 52.416557, 4.826272 52.416384, 4.825882 52.415592, 4.825785 52.415318, 4.825737 52.41511, 4.825701 52.414819, 4.825692 52.41457, 4.82571 52.41432, 4.82577 52.413991, 4.825845 52.413746, 4.825942 52.413503, 4.826064 52.413266, 4.826292 52.412883, 4.826447 52.412714, 4.826663 52.412426, 4.827004 52.412017, 4.827268 52.411735, 4.827756 52.411274, 4.827985 52.411081, 4.82843 52.410739, 4.828869 52.410453, 4.829412 52.410145, 4.829697 52.410005, 4.834404 52.407895, 4.837483 52.406586, 4.838926 52.405941, 4.836501 52.403798, 4.836436 52.403722, 4.836409 52.403662, 4.836393 52.403417, 4.836395 52.399877, 4.836385 52.398798, 4.836366 52.398546, 4.83627 52.397769, 4.836124 52.396859, 4.836109 52.3963, 4.83616 52.395951, 4.83613 52.395654, 4.836139 52.395428, 4.835797 52.395426, 4.835746 52.395023, 4.835663 52.393776, 4.829096 52.393768, 4.829096 52.394738, 4.828983 52.394794, 4.82894 52.394882, 4.809661 52.394792, 4.809616 52.394842, 4.809524 52.394804, 4.809316 52.39499, 4.809225 52.395099, 4.80913 52.395193, 4.808978 52.395321, 4.808775 52.395233, 4.808552 52.395427, 4.807877 52.395172, 4.807622 52.395094, 4.807362 52.394994, 4.807158 52.394888, 4.80599 52.394437, 4.805878 52.394549, 4.805799 52.394517, 4.805528 52.394507, 4.805412 52.394563, 4.805296 52.394704, 4.805181 52.394813, 4.805033 52.394929, 4.804954 52.394973, 4.804809 52.395106, 4.804412 52.395526, 4.804189 52.395781, 4.803987 52.396025, 4.803579 52.39657, 4.803405 52.396826, 4.803073 52.397367, 4.802942 52.397604, 4.802743 52.398003, 4.802446 52.398698, 4.802304 52.398957, 4.802222 52.399074, 4.802086 52.399229, 4.801891 52.399406, 4.801627 52.399589, 4.801386 52.399723, 4.80172 52.399965, 4.80182 52.399908, 4.801863 52.399892, 4.801903 52.399887, 4.802056 52.399927, 4.802109 52.399961, 4.801795 52.400673, 4.801679 52.400893, 4.802031 52.400935, 4.802051 52.400917, 4.802091 52.40091, 4.802343 52.400946, 4.802419 52.400981, 4.802448 52.401028, 4.802468 52.401824, 4.802506 52.402485, 4.80255 52.402876, 4.802608 52.40311, 4.802663 52.403446, 4.802798 52.405179, 4.802879 52.406414, 4.802952 52.407143, 4.803048 52.407882, 4.803134 52.408378, 4.803238 52.408883, 4.803484 52.409895, 4.803753 52.410822, 4.804063 52.4117, 4.804103 52.411784, 4.80414 52.4118, 4.804203 52.411806, 4.804545 52.412619, 4.804829 52.413234, 4.805236 52.414023, 4.80569 52.414823, 4.805596 52.414844, 4.805731 52.415063, 4.805995 52.415003, 4.809948 52.423017))"
