folder,tilecode,n_points,RD_X,RD_Y,dup
nl-amsd-200823-7415-laz,2340_9830,1141363,117000,491500,False
nl-amsd-200823-7415-laz,2340_9829,80071,117000,491450,False
nl-amsd-200823-7415-laz,2340_9828,29284,117000,491400,False
nl-amsd-200823-7415-laz,2340_9827,1465325,117000,491350,False
nl-amsd-200823-7415-laz,2340_9826,1684776,117000,491300,False
nl-amsd-200823-7415-laz,2340_9825,17103,117000,491250,False
nl-amsd-200823-7415-laz,2340_9824,51714,117000,491200,False
nl-amsd-200823-7415-laz,2340_9809,864998,117000,490450,False
nl-amsd-200823-7415-laz,2340_9822,898,117000,491100,False
nl-amsd-200823-7415-laz,2340_9816,8187,117000,490800,False
nl-amsd-200823-7415-laz,2340_9814,37535,117000,490700,False
nl-amsd-200823-7415-laz,2340_9795,1558,117000,489750,False
nl-amsd-200823-7415-laz,2340_9831,2949287,117000,491550,False
nl-amsd-200823-7415-laz,2340_9813,792,117000,490650,False
nl-amsd-200823-7415-laz,2340_9808,302080,117000,490400,False
nl-amsd-200823-7415-laz,2340_9823,24077,117000,491150,False
nl-amsd-200823-7415-laz,2340_9815,56493,117000,490750,False
nl-amsd-200823-7415-laz,2340_9841,0,117000,492050,False
nl-amsd-200823-7415-laz,2340_9833,13836,117000,491650,False
nl-amsd-200823-7415-laz,2341_9791,72802,117050,489550,True
nl-amsd-200823-7415-laz,2341_9789,733341,117050,489450,True
nl-amsd-200823-7415-laz,2341_9788,78218,117050,489400,True
nl-amsd-200823-7415-laz,2341_9787,1223,117050,489350,True
nl-amsd-200823-7415-laz,2341_9792,956,117050,489600,False
nl-amsd-200823-7415-laz,2340_9847,740580,117000,492350,False
nl-amsd-200823-7415-laz,2340_9846,441129,117000,492300,False
nl-amsd-200823-7415-laz,2340_9845,20412,117000,492250,False
nl-amsd-200823-7415-laz,2340_9832,841658,117000,491600,False
nl-amsd-200823-7415-laz,2340_9844,0,117000,492200,False
nl-amsd-200823-7415-laz,2340_9842,2968,117000,492100,False
nl-amsd-200823-7415-laz,2341_9790,1020611,117050,489500,True
nl-amsd-200823-7415-laz,2340_9840,0,117000,492000,False
nl-amsd-200823-7415-laz,2340_9839,9389,117000,491950,False
nl-amsd-200823-7415-laz,2340_9838,319636,117000,491900,False
nl-amsd-200823-7415-laz,2340_9837,79385,117000,491850,False
nl-amsd-200823-7415-laz,2340_9836,2896,117000,491800,False
nl-amsd-200823-7415-laz,2340_9834,2635,117000,491700,False
nl-amsd-200823-7415-laz,2340_9843,0,117000,492150,False
nl-amsd-200823-7415-laz,2340_9794,312376,117000,489700,False
nl-amsd-200823-7415-laz,2339_9833,136509,116950,491650,False
nl-amsd-200823-7415-laz,2340_9792,1540687,117000,489600,False
nl-amsd-200823-7415-laz,2339_9827,2300448,116950,491350,False
nl-amsd-200823-7415-laz,2339_9826,136762,116950,491300,False
nl-amsd-200823-7415-laz,2339_9825,1098,116950,491250,False
nl-amsd-200823-7415-laz,2339_9824,920,116950,491200,False
nl-amsd-200823-7415-laz,2339_9823,254,116950,491150,False
nl-amsd-200823-7415-laz,2339_9816,0,116950,490800,False
nl-amsd-200823-7415-laz,2339_9815,249,116950,490750,False
nl-amsd-200823-7415-laz,2339_9809,851947,116950,490450,False
nl-amsd-200823-7415-laz,2339_9828,582801,116950,491400,False
nl-amsd-200823-7415-laz,2339_9808,268563,116950,490400,False
nl-amsd-200823-7415-laz,2339_9794,16890,116950,489700,False
nl-amsd-200823-7415-laz,2339_9793,155997,116950,489650,False
nl-amsd-200823-7415-laz,2341_9793,2177783,117050,489650,False
nl-amsd-200823-7415-laz,2339_9788,75902,116950,489400,True
nl-amsd-200823-7415-laz,2339_9792,138820,116950,489600,False
nl-amsd-200823-7415-laz,2339_9791,15064,116950,489550,True
nl-amsd-200823-7415-laz,2339_9790,855228,116950,489500,True
nl-amsd-200823-7415-laz,2339_9789,652730,116950,489450,True
nl-amsd-200823-7415-laz,2339_9795,2787,116950,489750,False
nl-amsd-200823-7415-laz,2340_9793,2673469,117000,489650,False
nl-amsd-200823-7415-laz,2339_9829,61701,116950,491450,False
nl-amsd-200823-7415-laz,2339_9831,2020891,116950,491550,False
nl-amsd-200823-7415-laz,2340_9791,1533054,117000,489550,True
nl-amsd-200823-7415-laz,2340_9790,3144335,117000,489500,True
nl-amsd-200823-7415-laz,2340_9789,947129,117000,489450,True
nl-amsd-200823-7415-laz,2340_9788,88838,117000,489400,True
nl-amsd-200823-7415-laz,2340_9787,0,117000,489350,True
nl-amsd-200823-7415-laz,2339_9847,988503,116950,492350,False
nl-amsd-200823-7415-laz,2339_9846,2662307,116950,492300,False
nl-amsd-200823-7415-laz,2339_9845,3619750,116950,492250,False
nl-amsd-200823-7415-laz,2339_9830,135819,116950,491500,False
nl-amsd-200823-7415-laz,2339_9844,750431,116950,492200,False
nl-amsd-200823-7415-laz,2339_9842,35018,116950,492100,False
nl-amsd-200823-7415-laz,2339_9841,450,116950,492050,False
nl-amsd-200823-7415-laz,2339_9839,781,116950,491950,False
nl-amsd-200823-7415-laz,2339_9838,3084992,116950,491900,False
nl-amsd-200823-7415-laz,2339_9837,1557688,116950,491850,False
nl-amsd-200823-7415-laz,2339_9836,2128,116950,491800,False
nl-amsd-200823-7415-laz,2339_9835,295,116950,491750,False
nl-amsd-200823-7415-laz,2339_9832,1193285,116950,491600,False
nl-amsd-200823-7415-laz,2339_9843,11299,116950,492150,False
nl-amsd-200823-7415-laz,2341_9794,388252,117050,489700,False
nl-amsd-200823-7415-laz,2342_9816,5507,117100,490800,False
nl-amsd-200823-7415-laz,2341_9808,373731,117050,490400,False
nl-amsd-200823-7415-laz,2342_9846,1200693,117100,492300,False
nl-amsd-200823-7415-laz,2342_9845,63944,117100,492250,False
nl-amsd-200823-7415-laz,2342_9844,0,117100,492200,False
nl-amsd-200823-7415-laz,2342_9836,0,117100,491800,False
nl-amsd-200823-7415-laz,2342_9835,175301,117100,491750,False
nl-amsd-200823-7415-laz,2342_9834,1441372,117100,491700,False
nl-amsd-200823-7415-laz,2342_9833,3173367,117100,491650,False
nl-amsd-200823-7415-laz,2342_9832,125566,117100,491600,False
nl-amsd-200823-7415-laz,2342_9831,19916,117100,491550,False
nl-amsd-200823-7415-laz,2342_9830,61906,117100,491500,False
nl-amsd-200823-7415-laz,2342_9829,1097590,117100,491450,False
nl-amsd-200823-7415-laz,2342_9828,492294,117100,491400,False
nl-amsd-200823-7415-laz,2342_9827,16643,117100,491350,False
nl-amsd-200823-7415-laz,2342_9826,461878,117100,491300,False
nl-amsd-200823-7415-laz,2342_9825,4646824,117100,491250,False
nl-amsd-200823-7415-laz,2342_9824,516057,117100,491200,False
nl-amsd-200823-7415-laz,2342_9823,52286,117100,491150,False
nl-amsd-200823-7415-laz,2342_9847,55390,117100,492350,False
nl-amsd-200823-7415-laz,2343_9788,91191,117150,489400,True
nl-amsd-200823-7415-laz,2343_9789,766234,117150,489450,True
nl-amsd-200823-7415-laz,2343_9790,1195700,117150,489500,True
nl-amsd-200823-7415-laz,2343_9823,6819,117150,491150,False
nl-amsd-200823-7415-laz,2343_9822,1579,117150,491100,False
nl-amsd-200823-7415-laz,2343_9824,2258669,117150,491200,False
nl-amsd-200823-7415-laz,2343_9817,56,117150,490850,False
nl-amsd-200823-7415-laz,2339_9787,172,116950,489350,True
nl-amsd-200823-7415-laz,2343_9816,8468,117150,490800,False
nl-amsd-200823-7415-laz,2343_9815,1357156,117150,490750,False
nl-amsd-200823-7415-laz,2343_9814,38927,117150,490700,False
nl-amsd-200823-7415-laz,2342_9822,48,117100,491100,False
nl-amsd-200823-7415-laz,2343_9813,1847,117150,490650,False
nl-amsd-200823-7415-laz,2343_9808,351711,117150,490400,False
nl-amsd-200823-7415-laz,2343_9801,0,117150,490050,False
nl-amsd-200823-7415-laz,2343_9800,5,117150,490000,False
nl-amsd-200823-7415-laz,2343_9795,109,117150,489750,False
nl-amsd-200823-7415-laz,2343_9794,267874,117150,489700,False
nl-amsd-200823-7415-laz,2343_9793,1787208,117150,489650,False
nl-amsd-200823-7415-laz,2343_9792,30433,117150,489600,False
nl-amsd-200823-7415-laz,2343_9791,3195,117150,489550,True
nl-amsd-200823-7415-laz,2343_9809,773213,117150,490450,False
nl-amsd-200823-7415-laz,2341_9795,8,117050,489750,False
nl-amsd-200823-7415-laz,2342_9817,61,117100,490850,False
nl-amsd-200823-7415-laz,2342_9814,227803,117100,490700,False
nl-amsd-200823-7415-laz,2341_9833,1763754,117050,491650,False
nl-amsd-200823-7415-laz,2341_9832,1752458,117050,491600,False
nl-amsd-200823-7415-laz,2341_9831,180276,117050,491550,False
nl-amsd-200823-7415-laz,2341_9830,847803,117050,491500,False
nl-amsd-200823-7415-laz,2341_9829,876350,117050,491450,False
nl-amsd-200823-7415-laz,2341_9828,29834,117050,491400,False
nl-amsd-200823-7415-laz,2341_9827,116300,117050,491350,False
nl-amsd-200823-7415-laz,2341_9826,2719596,117050,491300,False
nl-amsd-200823-7415-laz,2341_9825,1588227,117050,491250,False
nl-amsd-200823-7415-laz,2341_9824,4307252,117050,491200,False
nl-amsd-200823-7415-laz,2341_9823,144596,117050,491150,False
nl-amsd-200823-7415-laz,2341_9817,1991,117050,490850,False
nl-amsd-200823-7415-laz,2341_9816,77430,117050,490800,False
nl-amsd-200823-7415-laz,2341_9815,1515383,117050,490750,False
nl-amsd-200823-7415-laz,2341_9814,24570,117050,490700,False
nl-amsd-200823-7415-laz,2341_9813,404,117050,490650,False
nl-amsd-200823-7415-laz,2341_9809,826544,117050,490450,False
nl-amsd-200823-7415-laz,2341_9834,228619,117050,491700,False
nl-amsd-200823-7415-laz,2341_9835,51,117050,491750,False
nl-amsd-200823-7415-laz,2341_9836,651,117050,491800,False
nl-amsd-200823-7415-laz,2341_9837,1272,117050,491850,False
nl-amsd-200823-7415-laz,2342_9813,314,117100,490650,False
nl-amsd-200823-7415-laz,2342_9809,830517,117100,490450,False
nl-amsd-200823-7415-laz,2342_9808,359812,117100,490400,False
nl-amsd-200823-7415-laz,2342_9795,86,117100,489750,False
nl-amsd-200823-7415-laz,2342_9794,400540,117100,489700,False
nl-amsd-200823-7415-laz,2342_9793,1545139,117100,489650,False
nl-amsd-200823-7415-laz,2342_9792,30254,117100,489600,False
nl-amsd-200823-7415-laz,2342_9791,10487,117100,489550,True
nl-amsd-200823-7415-laz,2342_9815,1810164,117100,490750,False
nl-amsd-200823-7415-laz,2342_9790,1112707,117100,489500,True
nl-amsd-200823-7415-laz,2342_9788,76740,117100,489400,True
nl-amsd-200823-7415-laz,2342_9787,0,117100,489350,True
nl-amsd-200823-7415-laz,2341_9847,205526,117050,492350,False
nl-amsd-200823-7415-laz,2341_9846,1029063,117050,492300,False
nl-amsd-200823-7415-laz,2341_9845,18136,117050,492250,False
nl-amsd-200823-7415-laz,2341_9844,213,117050,492200,False
nl-amsd-200823-7415-laz,2341_9839,12734,117050,491950,False
nl-amsd-200823-7415-laz,2341_9838,71142,117050,491900,False
nl-amsd-200823-7415-laz,2342_9789,738961,117100,489450,True
nl-amsd-200823-7415-laz,2338_9848,383,116900,492400,False
nl-amsd-200823-7415-laz,2336_9796,750,116800,489800,False
nl-amsd-200823-7415-laz,2338_9846,5032584,116900,492300,False
nl-amsd-200823-7415-laz,2335_9841,1259688,116750,492050,False
nl-amsd-200823-7415-laz,2335_9840,929136,116750,492000,False
nl-amsd-200823-7415-laz,2335_9839,388769,116750,491950,False
nl-amsd-200823-7415-laz,2335_9838,155345,116750,491900,False
nl-amsd-200823-7415-laz,2335_9837,113151,116750,491850,False
nl-amsd-200823-7415-laz,2335_9836,47730,116750,491800,False
nl-amsd-200823-7415-laz,2335_9835,82701,116750,491750,False
nl-amsd-200823-7415-laz,2335_9834,356357,116750,491700,False
nl-amsd-200823-7415-laz,2335_9833,1364932,116750,491650,False
nl-amsd-200823-7415-laz,2335_9832,2636103,116750,491600,False
nl-amsd-200823-7415-laz,2335_9831,1847090,116750,491550,False
nl-amsd-200823-7415-laz,2335_9830,64092,116750,491500,False
nl-amsd-200823-7415-laz,2335_9829,617,116750,491450,False
nl-amsd-200823-7415-laz,2335_9828,2560,116750,491400,False
nl-amsd-200823-7415-laz,2335_9810,1790,116750,490500,False
nl-amsd-200823-7415-laz,2335_9809,15834,116750,490450,False
nl-amsd-200823-7415-laz,2335_9808,4093432,116750,490400,False
nl-amsd-200823-7415-laz,2335_9842,4281538,116750,492100,False
nl-amsd-200823-7415-laz,2335_9843,4874630,116750,492150,False
nl-amsd-200823-7415-laz,2335_9844,3332778,116750,492200,False
nl-amsd-200823-7415-laz,2335_9845,2682690,116750,492250,False
nl-amsd-200823-7415-laz,2336_9828,63415,116800,491400,False
nl-amsd-200823-7415-laz,2336_9810,15978,116800,490500,False
nl-amsd-200823-7415-laz,2336_9809,160719,116800,490450,False
nl-amsd-200823-7415-laz,2336_9808,3132516,116800,490400,False
nl-amsd-200823-7415-laz,2336_9807,1561,116800,490350,False
nl-amsd-200823-7415-laz,2336_9795,43670,116800,489750,False
nl-amsd-200823-7415-laz,2336_9794,13645,116800,489700,False
nl-amsd-200823-7415-laz,2336_9793,3721,116800,489650,False
nl-amsd-200823-7415-laz,2335_9796,68695,116750,489800,False
nl-amsd-200823-7415-laz,2336_9792,2381,116800,489600,False
nl-amsd-200823-7415-laz,2336_9790,1163518,116800,489500,True
nl-amsd-200823-7415-laz,2336_9789,609584,116800,489450,True
nl-amsd-200823-7415-laz,2336_9788,65842,116800,489400,True
nl-amsd-200823-7415-laz,2336_9787,0,116800,489350,True
nl-amsd-200823-7415-laz,2335_9849,253,116750,492450,False
nl-amsd-200823-7415-laz,2335_9848,328482,116750,492400,False
nl-amsd-200823-7415-laz,2335_9847,3159292,116750,492350,False
nl-amsd-200823-7415-laz,2335_9846,4286771,116750,492300,False
nl-amsd-200823-7415-laz,2336_9791,22761,116800,489550,True
nl-amsd-200823-7415-laz,2336_9829,2330054,116800,491450,False
nl-amsd-200823-7415-laz,2335_9795,879100,116750,489750,False
nl-amsd-200823-7415-laz,2335_9793,860899,116750,489650,False
nl-amsd-200823-7415-laz,2334_9832,164302,116700,491600,False
nl-amsd-200823-7415-laz,2334_9831,5456,116700,491550,False
nl-amsd-200823-7415-laz,2334_9830,326,116700,491500,False
nl-amsd-200823-7415-laz,2334_9810,0,116700,490500,False
nl-amsd-200823-7415-laz,2334_9809,0,116700,490450,False
nl-amsd-200823-7415-laz,2334_9808,40907,116700,490400,False
nl-amsd-200823-7415-laz,2334_9796,37344,116700,489800,False
nl-amsd-200823-7415-laz,2334_9795,1243295,116700,489750,False
nl-amsd-200823-7415-laz,2334_9794,729420,116700,489700,False
nl-amsd-200823-7415-laz,2334_9793,616319,116700,489650,False
nl-amsd-200823-7415-laz,2334_9792,689258,116700,489600,False
nl-amsd-200823-7415-laz,2334_9791,765348,116700,489550,True
nl-amsd-200823-7415-laz,2334_9790,2527609,116700,489500,True
nl-amsd-200823-7415-laz,2343_9825,1368356,117150,491250,False
nl-amsd-200823-7415-laz,2334_9789,1112648,116700,489450,True
nl-amsd-200823-7415-laz,2334_9788,89517,116700,489400,True
nl-amsd-200823-7415-laz,2334_9787,0,116700,489350,True
nl-amsd-200823-7415-laz,2334_9833,1400416,116700,491650,False
nl-amsd-200823-7415-laz,2334_9834,2306720,116700,491700,False
nl-amsd-200823-7415-laz,2334_9835,2453440,116700,491750,False
nl-amsd-200823-7415-laz,2334_9836,1824301,116700,491800,False
nl-amsd-200823-7415-laz,2335_9792,825735,116750,489600,False
nl-amsd-200823-7415-laz,2335_9791,800377,116750,489550,True
nl-amsd-200823-7415-laz,2335_9790,2545994,116750,489500,True
nl-amsd-200823-7415-laz,2335_9789,870679,116750,489450,True
nl-amsd-200823-7415-laz,2335_9788,85745,116750,489400,True
nl-amsd-200823-7415-laz,2334_9849,8709,116700,492450,False
nl-amsd-200823-7415-laz,2334_9848,847288,116700,492400,False
nl-amsd-200823-7415-laz,2334_9847,4181213,116700,492350,False
nl-amsd-200823-7415-laz,2335_9794,903045,116750,489700,False
nl-amsd-200823-7415-laz,2334_9846,3641066,116700,492300,False
nl-amsd-200823-7415-laz,2334_9844,1224749,116700,492200,False
nl-amsd-200823-7415-laz,2334_9843,102327,116700,492150,False
nl-amsd-200823-7415-laz,2334_9842,49079,116700,492100,False
nl-amsd-200823-7415-laz,2334_9841,10273,116700,492050,False
nl-amsd-200823-7415-laz,2334_9840,19159,116700,492000,False
nl-amsd-200823-7415-laz,2334_9839,24288,116700,491950,False
nl-amsd-200823-7415-laz,2334_9838,123777,116700,491900,False
nl-amsd-200823-7415-laz,2334_9837,744141,116700,491850,False
nl-amsd-200823-7415-laz,2334_9845,3776423,116700,492250,False
nl-amsd-200823-7415-laz,2338_9847,2576434,116900,492350,False
nl-amsd-200823-7415-laz,2336_9830,2817244,116800,491500,False
nl-amsd-200823-7415-laz,2336_9832,140036,116800,491600,False
nl-amsd-200823-7415-laz,2338_9794,0,116900,489700,False
nl-amsd-200823-7415-laz,2338_9793,1480,116900,489650,False
nl-amsd-200823-7415-laz,2338_9792,846,116900,489600,False
nl-amsd-200823-7415-laz,2338_9791,14631,116900,489550,True
nl-amsd-200823-7415-laz,2338_9790,1052687,116900,489500,True
nl-amsd-200823-7415-laz,2338_9789,646200,116900,489450,True
nl-amsd-200823-7415-laz,2338_9788,66921,116900,489400,True
nl-amsd-200823-7415-laz,2338_9787,0,116900,489350,True
nl-amsd-200823-7415-laz,2337_9849,0,116850,492450,False
nl-amsd-200823-7415-laz,2337_9848,10800,116850,492400,False
nl-amsd-200823-7415-laz,2337_9847,3933637,116850,492350,False
nl-amsd-200823-7415-laz,2337_9846,5586009,116850,492300,False
nl-amsd-200823-7415-laz,2337_9845,3929383,116850,492250,False
nl-amsd-200823-7415-laz,2337_9844,2398621,116850,492200,False
nl-amsd-200823-7415-laz,2337_9843,3625399,116850,492150,False
nl-amsd-200823-7415-laz,2337_9842,3137396,116850,492100,False
nl-amsd-200823-7415-laz,2337_9841,121955,116850,492050,False
nl-amsd-200823-7415-laz,2338_9808,312232,116900,490400,False
nl-amsd-200823-7415-laz,2338_9809,1037633,116900,490450,False
nl-amsd-200823-7415-laz,2338_9826,742,116900,491300,False
nl-amsd-200823-7415-laz,2338_9827,292422,116900,491350,False
nl-amsd-200823-7415-laz,2338_9845,1320567,116900,492250,False
nl-amsd-200823-7415-laz,2338_9844,1380154,116900,492200,False
nl-amsd-200823-7415-laz,2338_9843,3125725,116900,492150,False
nl-amsd-200823-7415-laz,2338_9842,2183447,116900,492100,False
nl-amsd-200823-7415-laz,2338_9841,0,116900,492050,False
nl-amsd-200823-7415-laz,2338_9840,0,116900,492000,False
nl-amsd-200823-7415-laz,2338_9839,0,116900,491950,False
nl-amsd-200823-7415-laz,2338_9838,112286,116900,491900,False
nl-amsd-200823-7415-laz,2337_9839,671,116850,491950,False
nl-amsd-200823-7415-laz,2338_9837,1877775,116900,491850,False
nl-amsd-200823-7415-laz,2338_9835,62619,116900,491750,False
nl-amsd-200823-7415-laz,2338_9834,511600,116900,491700,False
nl-amsd-200823-7415-laz,2338_9833,1331619,116900,491650,False
nl-amsd-200823-7415-laz,2338_9832,646754,116900,491600,False
nl-amsd-200823-7415-laz,2338_9831,49600,116900,491550,False
nl-amsd-200823-7415-laz,2338_9830,25120,116900,491500,False
nl-amsd-200823-7415-laz,2338_9829,486795,116900,491450,False
nl-amsd-200823-7415-laz,2338_9828,2371602,116900,491400,False
nl-amsd-200823-7415-laz,2338_9836,29196,116900,491800,False
nl-amsd-200823-7415-laz,2336_9831,1267668,116800,491550,False
nl-amsd-200823-7415-laz,2337_9838,73149,116850,491900,False
nl-amsd-200823-7415-laz,2337_9836,2756770,116850,491800,False
nl-amsd-200823-7415-laz,2336_9849,339,116800,492450,False
nl-amsd-200823-7415-laz,2336_9848,432879,116800,492400,False
nl-amsd-200823-7415-laz,2336_9847,3219169,116800,492350,False
nl-amsd-200823-7415-laz,2336_9846,5456026,116800,492300,False
nl-amsd-200823-7415-laz,2336_9845,5624750,116800,492250,False
nl-amsd-200823-7415-laz,2336_9844,4462632,116800,492200,False
nl-amsd-200823-7415-laz,2336_9843,5214239,116800,492150,False
nl-amsd-200823-7415-laz,2336_9842,4028850,116800,492100,False
nl-amsd-200823-7415-laz,2336_9841,1810756,116800,492050,False
nl-amsd-200823-7415-laz,2336_9840,1677909,116800,492000,False
nl-amsd-200823-7415-laz,2336_9839,1163265,116800,491950,False
nl-amsd-200823-7415-laz,2336_9838,1256166,116800,491900,False
nl-amsd-200823-7415-laz,2336_9837,2339535,116800,491850,False
nl-amsd-200823-7415-laz,2336_9836,2241753,116800,491800,False
nl-amsd-200823-7415-laz,2336_9835,266913,116800,491750,False
nl-amsd-200823-7415-laz,2336_9834,19073,116800,491700,False
nl-amsd-200823-7415-laz,2336_9833,57735,116800,491650,False
nl-amsd-200823-7415-laz,2337_9788,58508,116850,489400,True
nl-amsd-200823-7415-laz,2337_9789,614111,116850,489450,True
nl-amsd-200823-7415-laz,2337_9790,1005462,116850,489500,True
nl-amsd-200823-7415-laz,2337_9791,6281,116850,489550,True
nl-amsd-200823-7415-laz,2337_9835,1580739,116850,491750,False
nl-amsd-200823-7415-laz,2337_9834,1067714,116850,491700,False
nl-amsd-200823-7415-laz,2337_9833,171136,116850,491650,False
nl-amsd-200823-7415-laz,2337_9832,33702,116850,491600,False
nl-amsd-200823-7415-laz,2337_9831,17995,116850,491550,False
nl-amsd-200823-7415-laz,2337_9830,526070,116850,491500,False
nl-amsd-200823-7415-laz,2337_9829,5695677,116850,491450,False
nl-amsd-200823-7415-laz,2337_9828,1095893,116850,491400,False
nl-amsd-200823-7415-laz,2337_9837,1632611,116850,491850,False
nl-amsd-200823-7415-laz,2337_9827,14982,116850,491350,False
nl-amsd-200823-7415-laz,2337_9809,799502,116850,490450,False
nl-amsd-200823-7415-laz,2337_9808,1184075,116850,490400,False
nl-amsd-200823-7415-laz,2337_9807,12003,116850,490350,False
nl-amsd-200823-7415-laz,2337_9796,40,116850,489800,False
nl-amsd-200823-7415-laz,2337_9795,1989,116850,489750,False
nl-amsd-200823-7415-laz,2337_9794,78,116850,489700,False
nl-amsd-200823-7415-laz,2337_9793,0,116850,489650,False
nl-amsd-200823-7415-laz,2337_9792,34,116850,489600,False
nl-amsd-200823-7415-laz,2337_9810,510,116850,490500,False
nl-amsd-200823-7415-laz,2343_9826,41455,117150,491300,False
nl-amsd-200823-7415-laz,2348_9819,3739,117400,490950,False
nl-amsd-200823-7415-laz,2343_9828,1495081,117150,491400,False
nl-amsd-200823-7415-laz,2349_9825,2571948,117450,491250,False
nl-amsd-200823-7415-laz,2349_9824,2169197,117450,491200,False
nl-amsd-200823-7415-laz,2349_9823,761607,117450,491150,False
nl-amsd-200823-7415-laz,2349_9822,17583,117450,491100,False
nl-amsd-200823-7415-laz,2349_9821,150738,117450,491050,False
nl-amsd-200823-7415-laz,2349_9820,2299828,117450,491000,False
nl-amsd-200823-7415-laz,2349_9819,692208,117450,490950,False
nl-amsd-200823-7415-laz,2349_9818,40445,117450,490900,False
nl-amsd-200823-7415-laz,2349_9817,13195,117450,490850,False
nl-amsd-200823-7415-laz,2349_9816,217932,117450,490800,False
nl-amsd-200823-7415-laz,2349_9815,2075538,117450,490750,False
nl-amsd-200823-7415-laz,2349_9814,596427,117450,490700,False
nl-amsd-200823-7415-laz,2349_9813,566776,117450,490650,False
nl-amsd-200823-7415-laz,2349_9812,648903,117450,490600,False
nl-amsd-200823-7415-laz,2349_9811,491385,117450,490550,False
nl-amsd-200823-7415-laz,2349_9810,566646,117450,490500,False
nl-amsd-200823-7415-laz,2349_9809,1395397,117450,490450,False
nl-amsd-200823-7415-laz,2349_9826,48732,117450,491300,False
nl-amsd-200823-7415-laz,2349_9827,14,117450,491350,False
nl-amsd-200823-7415-laz,2349_9844,167,117450,492200,False
nl-amsd-200823-7415-laz,2349_9845,151,117450,492250,False
nl-amsd-200823-7415-laz,2350_9808,1442777,117500,490400,False
nl-amsd-200823-7415-laz,2350_9807,1280276,117500,490350,False
nl-amsd-200823-7415-laz,2350_9806,1271763,117500,490300,False
nl-amsd-200823-7415-laz,2350_9805,1297125,117500,490250,False
nl-amsd-200823-7415-laz,2350_9804,1515324,117500,490200,False
nl-amsd-200823-7415-laz,2350_9803,1918129,117500,490150,False
nl-amsd-200823-7415-laz,2350_9802,1824601,117500,490100,False
nl-amsd-200823-7415-laz,2350_9801,1802812,117500,490050,False
nl-amsd-200823-7415-laz,2349_9808,1029316,117450,490400,False
nl-amsd-200823-7415-laz,2350_9800,1764217,117500,490000,False
nl-amsd-200823-7415-laz,2350_9798,2249381,117500,489900,True
nl-amsd-200823-7415-laz,2350_9797,1795283,117500,489850,True
nl-amsd-200823-7415-laz,2350_9796,90449,117500,489800,True
nl-amsd-200823-7415-laz,2350_9795,18212,117500,489750,True
nl-amsd-200823-7415-laz,2350_9794,78197,117500,489700,True
nl-amsd-200823-7415-laz,2350_9793,96100,117500,489650,True
nl-amsd-200823-7415-laz,2350_9792,9384,117500,489600,True
nl-amsd-200823-7415-laz,2350_9791,802,117500,489550,True
nl-amsd-200823-7415-laz,2350_9799,507621,117500,489950,True
nl-amsd-200823-7415-laz,2350_9809,1448086,117500,490450,False
nl-amsd-200823-7415-laz,2349_9807,655048,117450,490350,False
nl-amsd-200823-7415-laz,2349_9805,715505,117450,490250,False
nl-amsd-200823-7415-laz,2348_9822,115124,117400,491100,False
nl-amsd-200823-7415-laz,2348_9821,1652180,117400,491050,False
nl-amsd-200823-7415-laz,2348_9820,1252454,117400,491000,False
nl-amsd-200823-7415-laz,2348_9818,3857,117400,490900,False
nl-amsd-200823-7415-laz,2348_9817,31,117400,490850,False
nl-amsd-200823-7415-laz,2348_9816,25589,117400,490800,False
nl-amsd-200823-7415-laz,2348_9815,1432895,117400,490750,False
nl-amsd-200823-7415-laz,2348_9814,9901,117400,490700,False
nl-amsd-200823-7415-laz,2348_9813,3821,117400,490650,False
nl-amsd-200823-7415-laz,2348_9812,5023,117400,490600,False
nl-amsd-200823-7415-laz,2348_9811,2000,117400,490550,False
nl-amsd-200823-7415-laz,2348_9810,2028,117400,490500,False
nl-amsd-200823-7415-laz,2348_9809,855797,117400,490450,False
nl-amsd-200823-7415-laz,2348_9808,366982,117400,490400,False
nl-amsd-200823-7415-laz,2348_9807,5110,117400,490350,False
nl-amsd-200823-7415-laz,2348_9806,14190,117400,490300,False
nl-amsd-200823-7415-laz,2348_9805,29117,117400,490250,False
nl-amsd-200823-7415-laz,2348_9823,95605,117400,491150,False
nl-amsd-200823-7415-laz,2348_9824,2898328,117400,491200,False
nl-amsd-200823-7415-laz,2348_9825,1147531,117400,491250,False
nl-amsd-200823-7415-laz,2348_9826,8709,117400,491300,False
nl-amsd-200823-7415-laz,2349_9804,1010438,117450,490200,False
nl-amsd-200823-7415-laz,2349_9803,5131122,117450,490150,False
nl-amsd-200823-7415-laz,2349_9802,2167880,117450,490100,False
nl-amsd-200823-7415-laz,2349_9801,5110748,117450,490050,False
nl-amsd-200823-7415-laz,2349_9800,3222200,117450,490000,False
nl-amsd-200823-7415-laz,2349_9799,3186061,117450,489950,True
nl-amsd-200823-7415-laz,2349_9798,3503416,117450,489900,True
nl-amsd-200823-7415-laz,2349_9797,2350582,117450,489850,True
nl-amsd-200823-7415-laz,2349_9806,646887,117450,490300,False
nl-amsd-200823-7415-laz,2349_9796,875856,117450,489800,True
nl-amsd-200823-7415-laz,2349_9794,434519,117450,489700,True
nl-amsd-200823-7415-laz,2349_9793,1899161,117450,489650,True
nl-amsd-200823-7415-laz,2349_9792,117689,117450,489600,True
nl-amsd-200823-7415-laz,2349_9791,431,117450,489550,True
