folder,tilecode,n_points,RD_X,RD_Y,dup
nl-amsd-200519-7415-laz,2341_9846,1187057,117050,492300,False
nl-amsd-200519-7415-laz,2341_9845,24849,117050,492250,False
nl-amsd-200519-7415-laz,2341_9844,146,117050,492200,False
nl-amsd-200519-7415-laz,2341_9828,44560,117050,491400,False
nl-amsd-200519-7415-laz,2341_9839,10585,117050,491950,False
nl-amsd-200519-7415-laz,2341_9837,1700,117050,491850,False
nl-amsd-200519-7415-laz,2341_9836,690,117050,491800,False
nl-amsd-200519-7415-laz,2341_9835,61,117050,491750,False
nl-amsd-200519-7415-laz,2341_9834,189664,117050,491700,False
nl-amsd-200519-7415-laz,2341_9833,1223846,117050,491650,False
nl-amsd-200519-7415-laz,2341_9832,1792248,117050,491600,False
nl-amsd-200519-7415-laz,2341_9831,233370,117050,491550,False
nl-amsd-200519-7415-laz,2341_9830,865104,117050,491500,False
nl-amsd-200519-7415-laz,2341_9838,58170,117050,491900,False
nl-amsd-200519-7415-laz,2343_9813,2815,117150,490650,False
nl-amsd-200519-7415-laz,2338_9835,144178,116900,491750,False
nl-amsd-200519-7415-laz,2338_9833,1496236,116900,491650,False
nl-amsd-200519-7415-laz,2335_9830,92903,116750,491500,False
nl-amsd-200519-7415-laz,2335_9829,44278,116750,491450,False
nl-amsd-200519-7415-laz,2335_9828,45219,116750,491400,False
nl-amsd-200519-7415-laz,2335_9810,1250,116750,490500,False
nl-amsd-200519-7415-laz,2335_9809,39405,116750,490450,False
nl-amsd-200519-7415-laz,2335_9808,4062314,116750,490400,False
nl-amsd-200519-7415-laz,2335_9796,278526,116750,489800,False
nl-amsd-200519-7415-laz,2335_9795,1143848,116750,489750,False
nl-amsd-200519-7415-laz,2335_9794,882341,116750,489700,False
nl-amsd-200519-7415-laz,2335_9793,807095,116750,489650,False
nl-amsd-200519-7415-laz,2335_9792,876583,116750,489600,False
nl-amsd-200519-7415-laz,2335_9791,864039,116750,489550,True
nl-amsd-200519-7415-laz,2335_9790,2722882,116750,489500,True
nl-amsd-200519-7415-laz,2335_9789,949502,116750,489450,True
nl-amsd-200519-7415-laz,2335_9788,112097,116750,489400,True
nl-amsd-200519-7415-laz,2334_9849,25982,116700,492450,False
nl-amsd-200519-7415-laz,2334_9848,2046273,116700,492400,False
nl-amsd-200519-7415-laz,2335_9831,2194232,116750,491550,False
nl-amsd-200519-7415-laz,2335_9832,3153328,116750,491600,False
nl-amsd-200519-7415-laz,2335_9833,1534056,116750,491650,False
nl-amsd-200519-7415-laz,2335_9834,366514,116750,491700,False
nl-amsd-200519-7415-laz,2336_9790,1093432,116800,489500,True
nl-amsd-200519-7415-laz,2336_9789,627613,116800,489450,True
nl-amsd-200519-7415-laz,2336_9788,67090,116800,489400,True
nl-amsd-200519-7415-laz,2335_9849,713,116750,492450,False
nl-amsd-200519-7415-laz,2335_9848,580402,116750,492400,False
nl-amsd-200519-7415-laz,2335_9847,3801388,116750,492350,False
nl-amsd-200519-7415-laz,2335_9846,4642083,116750,492300,False
nl-amsd-200519-7415-laz,2335_9845,2742883,116750,492250,False
nl-amsd-200519-7415-laz,2334_9847,6343245,116700,492350,False
nl-amsd-200519-7415-laz,2335_9844,3969673,116750,492200,False
nl-amsd-200519-7415-laz,2335_9842,3905807,116750,492100,False
nl-amsd-200519-7415-laz,2335_9841,1189436,116750,492050,False
nl-amsd-200519-7415-laz,2335_9840,1054936,116750,492000,False
nl-amsd-200519-7415-laz,2335_9839,874280,116750,491950,False
nl-amsd-200519-7415-laz,2335_9838,482112,116750,491900,False
nl-amsd-200519-7415-laz,2335_9837,208198,116750,491850,False
nl-amsd-200519-7415-laz,2335_9836,50064,116750,491800,False
nl-amsd-200519-7415-laz,2335_9835,75431,116750,491750,False
nl-amsd-200519-7415-laz,2335_9843,5700381,116750,492150,False
nl-amsd-200519-7415-laz,2336_9791,23597,116800,489550,True
nl-amsd-200519-7415-laz,2334_9846,3730365,116700,492300,False
nl-amsd-200519-7415-laz,2334_9844,1186538,116700,492200,False
nl-amsd-200519-7415-laz,2334_9789,1674618,116700,489450,True
nl-amsd-200519-7415-laz,2334_9788,141237,116700,489400,True
nl-amsd-200519-7415-laz,2334_9787,0,116700,489350,True
nl-amsd-200519-7415-laz,2333_9849,24046,116650,492450,False
nl-amsd-200519-7415-laz,2333_9848,1206557,116650,492400,False
nl-amsd-200519-7415-laz,2333_9847,939822,116650,492350,False
nl-amsd-200519-7415-laz,2333_9846,236059,116650,492300,False
nl-amsd-200519-7415-laz,2333_9845,448739,116650,492250,False
nl-amsd-200519-7415-laz,2333_9844,18092,116650,492200,False
nl-amsd-200519-7415-laz,2333_9843,20136,116650,492150,False
nl-amsd-200519-7415-laz,2333_9842,27465,116650,492100,False
nl-amsd-200519-7415-laz,2333_9841,239213,116650,492050,False
nl-amsd-200519-7415-laz,2333_9840,1025986,116650,492000,False
nl-amsd-200519-7415-laz,2333_9839,2401614,116650,491950,False
nl-amsd-200519-7415-laz,2333_9838,3310143,116650,491900,False
nl-amsd-200519-7415-laz,2333_9837,2547221,116650,491850,False
nl-amsd-200519-7415-laz,2333_9836,1378257,116650,491800,False
nl-amsd-200519-7415-laz,2334_9790,2839233,116700,489500,True
nl-amsd-200519-7415-laz,2334_9791,970388,116700,489550,True
nl-amsd-200519-7415-laz,2334_9792,973106,116700,489600,False
nl-amsd-200519-7415-laz,2334_9793,1057508,116700,489650,False
nl-amsd-200519-7415-laz,2334_9843,151440,116700,492150,False
nl-amsd-200519-7415-laz,2334_9842,35349,116700,492100,False
nl-amsd-200519-7415-laz,2334_9841,13010,116700,492050,False
nl-amsd-200519-7415-laz,2334_9840,23482,116700,492000,False
nl-amsd-200519-7415-laz,2334_9839,40129,116700,491950,False
nl-amsd-200519-7415-laz,2334_9838,163870,116700,491900,False
nl-amsd-200519-7415-laz,2334_9837,772257,116700,491850,False
nl-amsd-200519-7415-laz,2334_9836,1981171,116700,491800,False
nl-amsd-200519-7415-laz,2334_9845,3969148,116700,492250,False
nl-amsd-200519-7415-laz,2334_9835,2840980,116700,491750,False
nl-amsd-200519-7415-laz,2334_9833,1667730,116700,491650,False
nl-amsd-200519-7415-laz,2334_9832,202959,116700,491600,False
nl-amsd-200519-7415-laz,2334_9831,8602,116700,491550,False
nl-amsd-200519-7415-laz,2334_9830,0,116700,491500,False
nl-amsd-200519-7415-laz,2334_9808,42541,116700,490400,False
nl-amsd-200519-7415-laz,2334_9796,426568,116700,489800,False
nl-amsd-200519-7415-laz,2334_9795,1373266,116700,489750,False
nl-amsd-200519-7415-laz,2334_9794,1087228,116700,489700,False
nl-amsd-200519-7415-laz,2334_9834,2647017,116700,491700,False
nl-amsd-200519-7415-laz,2336_9792,1715,116800,489600,False
nl-amsd-200519-7415-laz,2336_9793,4126,116800,489650,False
nl-amsd-200519-7415-laz,2336_9794,6197,116800,489700,False
nl-amsd-200519-7415-laz,2337_9844,2797292,116850,492200,False
nl-amsd-200519-7415-laz,2337_9843,4137339,116850,492150,False
nl-amsd-200519-7415-laz,2337_9842,3339916,116850,492100,False
nl-amsd-200519-7415-laz,2337_9841,118399,116850,492050,False
nl-amsd-200519-7415-laz,2337_9840,0,116850,492000,False
nl-amsd-200519-7415-laz,2337_9839,2290,116850,491950,False
nl-amsd-200519-7415-laz,2337_9838,90882,116850,491900,False
nl-amsd-200519-7415-laz,2337_9837,1722511,116850,491850,False
nl-amsd-200519-7415-laz,2337_9836,2884410,116850,491800,False
nl-amsd-200519-7415-laz,2337_9835,2417524,116850,491750,False
nl-amsd-200519-7415-laz,2337_9834,2221572,116850,491700,False
nl-amsd-200519-7415-laz,2337_9833,258632,116850,491650,False
nl-amsd-200519-7415-laz,2337_9832,46930,116850,491600,False
nl-amsd-200519-7415-laz,2337_9831,55930,116850,491550,False
nl-amsd-200519-7415-laz,2337_9830,598404,116850,491500,False
nl-amsd-200519-7415-laz,2337_9829,6614890,116850,491450,False
nl-amsd-200519-7415-laz,2337_9828,1071253,116850,491400,False
nl-amsd-200519-7415-laz,2337_9845,4547777,116850,492250,False
nl-amsd-200519-7415-laz,2337_9846,5969693,116850,492300,False
nl-amsd-200519-7415-laz,2337_9847,3645529,116850,492350,False
nl-amsd-200519-7415-laz,2337_9848,15967,116850,492400,False
nl-amsd-200519-7415-laz,2338_9832,961377,116900,491600,False
nl-amsd-200519-7415-laz,2338_9831,77304,116900,491550,False
nl-amsd-200519-7415-laz,2338_9830,70617,116900,491500,False
nl-amsd-200519-7415-laz,2338_9829,434820,116900,491450,False
nl-amsd-200519-7415-laz,2338_9828,2548358,116900,491400,False
nl-amsd-200519-7415-laz,2338_9827,338435,116900,491350,False
nl-amsd-200519-7415-laz,2338_9826,1236,116900,491300,False
nl-amsd-200519-7415-laz,2338_9810,1032,116900,490500,False
nl-amsd-200519-7415-laz,2337_9827,18083,116850,491350,False
nl-amsd-200519-7415-laz,2338_9809,1133864,116900,490450,False
nl-amsd-200519-7415-laz,2338_9794,0,116900,489700,False
nl-amsd-200519-7415-laz,2338_9793,1853,116900,489650,False
nl-amsd-200519-7415-laz,2338_9792,1686,116900,489600,False
nl-amsd-200519-7415-laz,2338_9791,20529,116900,489550,True
nl-amsd-200519-7415-laz,2338_9790,1137154,116900,489500,True
nl-amsd-200519-7415-laz,2338_9789,700786,116900,489450,True
nl-amsd-200519-7415-laz,2338_9788,77060,116900,489400,True
nl-amsd-200519-7415-laz,2338_9787,0,116900,489350,True
nl-amsd-200519-7415-laz,2338_9808,336883,116900,490400,False
nl-amsd-200519-7415-laz,2337_9826,0,116850,491300,False
nl-amsd-200519-7415-laz,2337_9810,3601,116850,490500,False
nl-amsd-200519-7415-laz,2337_9809,1076190,116850,490450,False
nl-amsd-200519-7415-laz,2336_9838,2844635,116800,491900,False
nl-amsd-200519-7415-laz,2336_9837,2910780,116800,491850,False
nl-amsd-200519-7415-laz,2336_9836,2347248,116800,491800,False
nl-amsd-200519-7415-laz,2336_9835,462366,116800,491750,False
nl-amsd-200519-7415-laz,2336_9834,51687,116800,491700,False
nl-amsd-200519-7415-laz,2336_9833,38235,116800,491650,False
nl-amsd-200519-7415-laz,2336_9832,149719,116800,491600,False
nl-amsd-200519-7415-laz,2336_9831,1388495,116800,491550,False
nl-amsd-200519-7415-laz,2336_9839,2280981,116800,491950,False
nl-amsd-200519-7415-laz,2336_9830,3115958,116800,491500,False
nl-amsd-200519-7415-laz,2336_9828,151863,116800,491400,False
nl-amsd-200519-7415-laz,2336_9827,5878,116800,491350,False
nl-amsd-200519-7415-laz,2336_9810,5926,116800,490500,False
nl-amsd-200519-7415-laz,2336_9809,267886,116800,490450,False
nl-amsd-200519-7415-laz,2336_9808,3542702,116800,490400,False
nl-amsd-200519-7415-laz,2336_9807,2623,116800,490350,False
nl-amsd-200519-7415-laz,2336_9796,3617,116800,489800,False
nl-amsd-200519-7415-laz,2336_9795,49546,116800,489750,False
nl-amsd-200519-7415-laz,2336_9829,4265819,116800,491450,False
nl-amsd-200519-7415-laz,2338_9834,741580,116900,491700,False
nl-amsd-200519-7415-laz,2336_9840,2023208,116800,492000,False
nl-amsd-200519-7415-laz,2336_9842,3749092,116800,492100,False
nl-amsd-200519-7415-laz,2337_9808,1400698,116850,490400,False
nl-amsd-200519-7415-laz,2337_9807,16160,116850,490350,False
nl-amsd-200519-7415-laz,2337_9796,202,116850,489800,False
nl-amsd-200519-7415-laz,2337_9795,2449,116850,489750,False
nl-amsd-200519-7415-laz,2337_9794,113,116850,489700,False
nl-amsd-200519-7415-laz,2337_9793,0,116850,489650,False
nl-amsd-200519-7415-laz,2337_9792,18,116850,489600,False
nl-amsd-200519-7415-laz,2337_9791,6321,116850,489550,True
nl-amsd-200519-7415-laz,2336_9841,2027171,116800,492050,False
nl-amsd-200519-7415-laz,2337_9790,1071192,116850,489500,True
nl-amsd-200519-7415-laz,2337_9788,64915,116850,489400,True
nl-amsd-200519-7415-laz,2336_9849,37,116800,492450,False
nl-amsd-200519-7415-laz,2336_9848,463469,116800,492400,False
nl-amsd-200519-7415-laz,2336_9847,3682936,116800,492350,False
nl-amsd-200519-7415-laz,2336_9846,5161968,116800,492300,False
nl-amsd-200519-7415-laz,2336_9845,7023116,116800,492250,False
nl-amsd-200519-7415-laz,2336_9844,4587861,116800,492200,False
nl-amsd-200519-7415-laz,2336_9843,5833564,116800,492150,False
nl-amsd-200519-7415-laz,2337_9789,649597,116850,489450,True
nl-amsd-200519-7415-laz,2333_9835,137688,116650,491750,False
nl-amsd-200519-7415-laz,2343_9814,49927,117150,490700,False
nl-amsd-200519-7415-laz,2343_9816,9818,117150,490800,False
nl-amsd-200519-7415-laz,2349_9818,36025,117450,490900,False
nl-amsd-200519-7415-laz,2349_9817,22955,117450,490850,False
nl-amsd-200519-7415-laz,2349_9816,199138,117450,490800,False
nl-amsd-200519-7415-laz,2349_9815,2529748,117450,490750,False
nl-amsd-200519-7415-laz,2349_9814,792756,117450,490700,False
nl-amsd-200519-7415-laz,2349_9813,704698,117450,490650,False
nl-amsd-200519-7415-laz,2349_9812,798375,117450,490600,False
nl-amsd-200519-7415-laz,2349_9811,635318,117450,490550,False
nl-amsd-200519-7415-laz,2349_9810,703568,117450,490500,False
nl-amsd-200519-7415-laz,2349_9809,1710321,117450,490450,False
nl-amsd-200519-7415-laz,2349_9808,1489015,117450,490400,False
nl-amsd-200519-7415-laz,2349_9807,823917,117450,490350,False
nl-amsd-200519-7415-laz,2349_9806,735747,117450,490300,False
nl-amsd-200519-7415-laz,2349_9805,805942,117450,490250,False
nl-amsd-200519-7415-laz,2349_9804,1104052,117450,490200,False
nl-amsd-200519-7415-laz,2349_9803,6243151,117450,490150,False
nl-amsd-200519-7415-laz,2349_9802,2718620,117450,490100,False
nl-amsd-200519-7415-laz,2349_9819,729821,117450,490950,False
nl-amsd-200519-7415-laz,2349_9820,2697868,117450,491000,False
nl-amsd-200519-7415-laz,2349_9821,193785,117450,491050,False
nl-amsd-200519-7415-laz,2349_9822,27105,117450,491100,False
nl-amsd-200519-7415-laz,2350_9801,3103428,117500,490050,False
nl-amsd-200519-7415-laz,2350_9800,1967475,117500,490000,False
nl-amsd-200519-7415-laz,2350_9799,591634,117500,489950,True
nl-amsd-200519-7415-laz,2350_9798,2990472,117500,489900,True
nl-amsd-200519-7415-laz,2350_9797,1991008,117500,489850,True
nl-amsd-200519-7415-laz,2350_9796,106995,117500,489800,True
nl-amsd-200519-7415-laz,2350_9795,21759,117500,489750,True
nl-amsd-200519-7415-laz,2350_9794,54219,117500,489700,True
nl-amsd-200519-7415-laz,2349_9801,4178674,117450,490050,False
nl-amsd-200519-7415-laz,2350_9793,41461,117500,489650,True
nl-amsd-200519-7415-laz,2350_9791,18,117500,489550,True
nl-amsd-200519-7415-laz,2349_9845,5,117450,492250,False
nl-amsd-200519-7415-laz,2349_9844,41,117450,492200,False
nl-amsd-200519-7415-laz,2349_9827,6,117450,491350,False
nl-amsd-200519-7415-laz,2349_9826,65202,117450,491300,False
nl-amsd-200519-7415-laz,2349_9825,3456035,117450,491250,False
nl-amsd-200519-7415-laz,2349_9824,1697437,117450,491200,False
nl-amsd-200519-7415-laz,2349_9823,863448,117450,491150,False
nl-amsd-200519-7415-laz,2350_9792,6006,117500,489600,True
nl-amsd-200519-7415-laz,2350_9802,2346673,117500,490100,False
nl-amsd-200519-7415-laz,2349_9800,3373837,117450,490000,False
nl-amsd-200519-7415-laz,2349_9798,2819834,117450,489900,True
nl-amsd-200519-7415-laz,2348_9814,17782,117400,490700,False
nl-amsd-200519-7415-laz,2348_9813,2991,117400,490650,False
nl-amsd-200519-7415-laz,2348_9812,5144,117400,490600,False
nl-amsd-200519-7415-laz,2348_9811,1779,117400,490550,False
nl-amsd-200519-7415-laz,2348_9810,2634,117400,490500,False
nl-amsd-200519-7415-laz,2348_9809,1079533,117400,490450,False
nl-amsd-200519-7415-laz,2348_9808,515136,117400,490400,False
nl-amsd-200519-7415-laz,2348_9807,11938,117400,490350,False
nl-amsd-200519-7415-laz,2348_9806,5123,117400,490300,False
nl-amsd-200519-7415-laz,2348_9805,24360,117400,490250,False
nl-amsd-200519-7415-laz,2348_9804,20383,117400,490200,False
nl-amsd-200519-7415-laz,2348_9803,2845415,117400,490150,False
nl-amsd-200519-7415-laz,2348_9802,498171,117400,490100,False
nl-amsd-200519-7415-laz,2348_9801,1342864,117400,490050,False
nl-amsd-200519-7415-laz,2348_9800,349641,117400,490000,False
nl-amsd-200519-7415-laz,2348_9799,143908,117400,489950,True
nl-amsd-200519-7415-laz,2348_9798,3731459,117400,489900,True
nl-amsd-200519-7415-laz,2348_9815,1702324,117400,490750,False
nl-amsd-200519-7415-laz,2348_9816,31783,117400,490800,False
nl-amsd-200519-7415-laz,2348_9817,177,117400,490850,False
nl-amsd-200519-7415-laz,2348_9818,3589,117400,490900,False
nl-amsd-200519-7415-laz,2349_9797,2454937,117450,489850,True
nl-amsd-200519-7415-laz,2349_9796,893799,117450,489800,True
nl-amsd-200519-7415-laz,2349_9795,29114,117450,489750,True
nl-amsd-200519-7415-laz,2349_9794,422020,117450,489700,True
nl-amsd-200519-7415-laz,2349_9793,1354824,117450,489650,True
nl-amsd-200519-7415-laz,2349_9792,84227,117450,489600,True
nl-amsd-200519-7415-laz,2349_9791,248,117450,489550,True
nl-amsd-200519-7415-laz,2348_9845,28282,117400,492250,False
